Player,year_born,Cluster 1,VORP 1,WS 1,Cluster 2,VORP 2,WS 2,Cluster 3,VORP 3,WS 3,Cluster 4,VORP 4,WS 4,Cluster 5,VORP 5,WS 5,Cluster 6,VORP 6,WS 6,Cluster 7,VORP 7,WS 7,Cluster 8,VORP 8,WS 8,Cluster 9,VORP 9,WS 9,Cluster 10,VORP 10,WS 10,Cluster 11,VORP 11,WS 11,Cluster 12,VORP 12,WS 12,Cluster 13,VORP 13,WS 13,Cluster 14,VORP 14,WS 14,Cluster 15,VORP 15,WS 15,Cluster 16,VORP 16,WS 16,Cluster 17,VORP 17,WS 17,Cluster 18,VORP 18,WS 18,Cluster 19,VORP 19,WS 19,Cluster 20,VORP 20,WS 20,Cluster 21,VORP 21,WS 21
Rafael Araujo,1980,0,-0.7,0.3,3,-0.8,-0.8,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Blalock,1983,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Daniels,1991,,,,5,-0.3,0.2,5,0.1,1.1,5,-0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Drew,1990,7,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Miller,1980,,,,,,,2,0.7,4.0,8,1.4,3.9,2,2.9,7.0,2,2.6,7.4,2,2.8,4.8,2,2.1,5.0,2,2.1,4.2,2,1.8,3.9,5,0.3,1.6,5,0.3,1.8,5.0,0.6,2.6,5.0,0.9,3.9,5.0,-0.2,0.4,7.0,-0.1,0.3,7.0,-0.1,0.1,,,,,,,,,,,,
Wesley Person,1971,,,,,,,,,,,,,,,,,,,,,,,,,5,0.8,3.3,5,-0.3,1.3,5,0.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Stoudamire,1973,,,,,,,,,,,,,,,,,,,,,,8,0.0,1.6,1,2.1,5.9,1,2.2,5.7,7,0.3,1.7,8,-0.2,1.1,7.0,-0.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,
Rod Strickland,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,1.7,8.0,-0.4,1.3,3.0,-0.3,-0.2,,,,,,,,,,,,
Erik Daniels,1982,3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.J. McDaniels,1993,5,-0.2,0.6,7,-0.2,0.2,5,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Connaughton,1993,3,-0.2,-0.2,5,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Foster,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-0.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,
Omar Cook,1982,7,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darko Milicic,1985,3,-0.2,-0.2,3,-0.5,-0.2,0,0.4,1.2,4,1.1,3.3,4,-0.6,0.2,0,0.0,1.9,0,0.2,0.7,4,0.5,0.2,0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,1984,,,,0,-0.2,0.7,4,0.7,2.3,4,0.5,1.4,4,2.2,6.2,4,2.4,5.6,4,1.2,5.2,0,-0.1,1.0,4,0.6,2.0,4,0.8,2.5,0,-0.2,0.8,0,-0.6,0.1,0.0,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,
Royal Ivey,1981,7,-0.6,0.2,7,-0.8,0.7,7,-0.3,0.3,8,-0.9,0.5,5,0.0,0.9,7,0.0,0.6,7,0.0,0.2,7,-0.1,0.2,5,-0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Livingston,1985,7,-0.2,0.1,8,0.0,1.3,8,0.5,2.4,,,,7,-0.1,0.4,7,-0.1,1.2,8,0.0,1.9,7,-0.2,1.3,8,0.1,2.6,8,1.3,4.4,8,0.1,3.3,8,0.6,4.6,5.0,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Bell,1979,,,,,,,,,,,,,5,0.9,3.3,2,1.0,4.0,8,-0.3,1.3,5,0.2,2.2,5,0.1,2.0,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Green,1982,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Holiday,1989,,,,,,,5,0.2,1.3,5,-0.1,0.6,5,0.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jenkins,1991,5,-0.2,1.7,7,-0.2,-0.1,5,0.1,0.9,7,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Franklin,1991,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis Thompson,1991,5,-0.4,2.0,5,0.0,2.6,2,-0.6,1.2,5,-0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Frazier,1990,7,-0.3,-0.1,7,0.1,1.0,8,-0.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasual Butler,1979,5,-0.7,0.1,5,0.0,1.6,5,-0.3,1.7,5,-0.4,1.7,2,0.2,2.6,5,0.0,1.2,2,1.0,4.6,2,0.3,2.7,7,-0.6,-0.1,7,-0.4,-0.2,,,,5,0.1,1.1,5.0,0.1,2.6,5.0,0.4,1.3,,,,,,,,,,,,,,,,,,,,,
Melvin Ely,1978,0,-0.5,0.8,3,-0.2,0.4,4,-0.6,0.1,4,0.2,2.0,3,-0.4,-0.3,0,-0.6,0.3,3,-0.4,-0.1,,,,0,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Hill,1972,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8,2.5,,,,1,2.1,6.6,7,0.3,1.7,8.0,1.1,5.1,2.0,2.2,5.9,2.0,1.8,5.3,2.0,1.9,5.5,2.0,1.5,4.4,5.0,0.5,1.6,3.0,-0.4,-0.1,,,,,,
Yaroslav Korolev,1987,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawad Williams,1983,,,,5,-0.3,1.1,7,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Johnson,1992,3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawne Williams,1986,5,-0.2,0.7,5,-0.1,1.4,3,-0.2,0.0,,,,5,0.5,2.5,7,-0.5,-0.4,,,,5,0.2,0.7,5,0.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundiata Gaines,1986,7,0.1,0.5,7,-0.1,-0.1,7,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Harris,1994,7,-0.4,-0.7,2,1.3,4.0,2,1.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Brown,1992,7,-0.5,-0.3,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Layman,1994,7,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Othella Harrington,1974,,,,,,,,,,,,,,,,,,,4,0.0,3.8,0,-0.4,0.8,4,0.4,3.6,0,-0.5,1.1,3,-0.3,0.0,3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Rooks,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.5,0.4,3,-0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dajuan Wagner,1983,8,-1.1,0.3,7,-0.7,-0.1,7,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maciej Lampe,1985,3,-0.3,0.1,3,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Anderson,1982,7,-0.2,0.4,7,-0.1,0.1,,,,,,,,,,,,,7,-0.2,0.3,5,0.0,1.6,5,-0.1,1.7,5,0.6,2.7,7,0.0,0.3,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardy Collins,1984,7,-0.3,0.0,7,-0.7,-1.0,7,-0.5,-0.1,7,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damir Markota,1985,3,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Nicholson,1989,4,-0.8,1.7,5,-1.4,0.6,3,-0.5,0.1,5,-0.4,1.6,3,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Rozier,1994,3,-0.4,-0.3,5,-0.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Atkins,1974,,,,,,,,,,5,-0.3,1.5,8,-0.2,2.7,2,0.8,4.5,8,0.2,3.6,8,0.7,4.9,7,-0.2,0.3,7,-0.5,-0.2,7,-0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ferry,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Jerome James,1975,,,,,,,,,,,,,0,0.0,0.8,0,-0.3,0.7,4,0.1,1.2,0,-0.5,-0.5,3,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terence Morris,1979,,,,0,-0.2,0.9,,,,,,,3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Salmons,1979,7,-0.1,0.6,5,0.3,2.1,5,-0.1,1.4,8,-0.5,1.7,8,0.9,3.6,8,0.9,3.7,1,1.4,5.6,2,2.1,7.1,2,1.2,4.3,5,-0.3,0.4,2,0.1,1.6,5,0.0,1.7,7.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Burks,1980,7,0.0,0.5,7,-0.9,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Edwards,1981,3,-0.2,-0.1,3,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Burleson,1979,7,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Patterson,1991,7,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Griffin,1982,,,,4,1.1,3.9,,,,4,0.7,3.2,4,0.0,1.5,3,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Gugliotta,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.1,0.4,3,-0.1,0.3,0.0,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Tracy Murray,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theron Smith,1980,3,-0.1,0.1,3,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Swift,1985,0,0.0,0.0,0,-0.6,1.1,,,,,,,0,-0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Owens,1980,7,-0.3,-0.2,,,,7,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donte Greene,1988,7,-1.1,-1.1,5,-0.2,1.5,5,-0.4,0.5,5,-0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devyn Marble,1992,7,-0.1,-0.1,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,1976,,,,,,,,,,,,,,,,1,3.7,9.9,1,3.7,11.3,1,4.2,12.1,1,4.9,15.5,1,4.1,11.4,1,5.2,13.5,1,3.2,10.1,1.0,3.2,9.5,1.0,2.3,8.0,5.0,0.3,1.7,5.0,0.2,1.3,7.0,-0.3,-0.3,,,,,,,,,,,,
Grant Long,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-0.4,0.4,,,,,,,,,,,,,,,,,,
Ime Udoka,1977,,,,,,,,,,2,2.0,3.9,5,0.7,2.8,5,0.0,1.3,5,-0.2,0.8,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yakhouba Diawara,1982,5,-0.3,0.5,5,-0.2,0.7,5,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Jones,1984,0,-0.1,1.6,3,-0.3,0.0,0,0.1,1.9,0,-0.2,0.8,0,-0.1,0.5,3,0.0,0.3,,,,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragan Bender,1997,7,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Bowen,1971,,,,,,,,,,,,,,,,,,,2,2.3,5.1,2,2.0,5.4,2,2.1,6.1,2,2.7,6.2,5,1.5,4.1,5,1.5,4.4,5.0,0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Carter,1975,,,,,,,,,,7,-0.8,-0.2,,,,7,-0.4,0.5,7,-0.3,0.6,,,,8,0.7,3.8,8,0.1,1.8,7,0.0,0.9,7,-0.1,0.2,7.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DeSagana Diop,1982,,,,0,-0.3,-0.2,0,0.2,1.0,3,-0.1,0.0,4,2.1,4.1,4,1.7,3.8,4,1.0,3.0,0,0.3,1.4,0,0.0,0.4,3,-0.1,-0.1,3,-0.2,-0.2,3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vassilis Spanoulis,1982,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeJuan Blair,1989,4,1.0,4.6,4,1.3,4.8,4,1.2,4.0,0,0.3,2.2,4,0.8,3.4,3,-0.2,0.1,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norris Cole,1988,7,-1.2,0.0,8,-1.0,0.6,8,-0.5,1.2,8,-0.5,1.4,5,-0.5,-0.1,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Copeland,1984,5,-0.1,2.1,5,0.2,1.0,5,-0.5,-0.1,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyshawn Taylor,1990,7,-0.3,-0.4,7,-0.5,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gal Mekel,1988,7,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Dampier,1975,,,,,,,,,,,,,,,,,,,4,1.1,4.1,6,2.1,8.9,4,1.1,4.5,4,1.4,4.8,4,1.9,6.4,4,2.4,6.0,4.0,2.3,6.1,4.0,0.9,3.7,0.0,0.5,1.9,3.0,0.0,0.1,,,,,,,,,,,,,,,
Darvin Ham,1973,,,,,,,,,,,,,,,,,,,0,-0.8,-0.4,0,0.0,0.9,0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Jones,1979,7,0.0,0.0,8,0.7,4.0,2,1.4,4.8,8,0.4,2.6,5,0.0,1.2,5,0.4,2.2,5,0.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Najera,1976,,,,,,,0,1.3,4.0,0,0.2,1.1,4,0.0,1.6,4,0.6,2.7,4,1.6,4.8,4,1.4,4.1,3,-0.1,0.1,5,0.1,0.8,7,-0.1,0.2,7,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Skinner,1976,,,,,,,,,,,,,4,0.3,4.1,4,0.4,2.7,0,0.5,1.9,0,0.0,1.1,4,-0.3,1.1,0,-0.1,1.2,0,-0.4,0.4,3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Price,1983,7,-0.1,0.1,7,-0.1,0.4,7,0.1,1.1,7,-0.3,0.1,7,0.0,0.9,7,-0.6,-0.7,7,0.1,0.1,7,-0.4,-0.2,7,-0.2,-0.1,7,0.0,0.7,5,0.4,1.4,7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Singletary,1985,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Stephenson,1990,3,-0.2,-0.2,7,-0.3,-0.3,2,1.7,5.5,2,3.0,7.4,8,-0.6,-0.9,5,0.2,2.2,7,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damjan Rudez,1986,5,-0.1,1.3,5,-0.2,0.1,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Barrett,1982,7,-0.2,0.4,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Duhon,1982,8,0.8,4.1,8,1.6,5.2,8,1.0,4.8,8,-0.3,2.3,8,0.4,4.2,8,-0.5,1.9,7,-0.6,0.2,5,-0.1,1.3,7,-0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks,1985,7,0.0,1.4,8,0.4,3.6,1,1.6,5.5,8,-0.5,1.1,,,,5,-0.2,0.8,8,0.2,2.2,8,0.3,3.3,8,-0.4,0.9,5,-0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Williams,1989,7,0.0,0.3,,,,5,-1.1,0.3,7,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Sullinger,1992,0,0.3,2.7,6,0.9,3.9,4,1.6,4.0,6,1.5,4.8,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Zeller,1987,3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Harris,1991,5,-0.3,0.2,,,,5,-0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Pierce,1977,,,,,,,,,,,,,1,4.9,10.1,1,3.2,7.1,1,4.7,11.2,1,4.9,11.5,1,2.4,5.4,1,4.9,12.4,1,3.4,10.3,1,2.9,8.3,1.0,4.7,11.6,1.0,3.4,7.0,1.0,3.4,7.2,2.0,1.8,5.2,2.0,1.7,5.5,5.0,-0.3,0.9,7.0,-0.2,0.1,,,,,,
Fabricio Oberto,1975,0,0.2,1.1,4,1.0,4.1,4,1.9,6.1,0,0.3,1.7,0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Gray,1984,0,0.0,0.8,0,0.1,1.3,0,0.2,0.9,0,0.0,1.1,0,0.0,1.4,0,-0.1,0.5,0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Siva,1990,7,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Exum,1995,5,-0.8,-0.1,,,,5,-0.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Hairston,1992,5,-0.3,0.3,5,-0.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semaj Christon,1992,7,-1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bostjan Nachbar,1980,3,-0.1,-0.1,7,-0.1,0.8,5,-0.2,1.7,7,-0.3,0.1,2,0.4,4.1,2,-0.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrick Martin,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.3,0.0,7,-0.2,0.1,7,-0.2,0.4,7.0,-0.2,0.1,7.0,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,
Kyrylo Fesenko,1986,,,,0,0.1,0.3,0,-0.1,0.6,3,-0.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurean Green,1986,7,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Singler,1988,2,0.1,2.3,2,1.1,4.4,5,0.2,2.0,5,-0.1,1.1,7,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Schroder,1993,7,-1.0,-0.7,8,-0.2,2.5,8,0.3,2.2,1,0.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Davis,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,2.2,4,0.0,3.8,4,0.9,3.9,0.0,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,1974,,,,,,,,,,,,,,,,,,,8,0.8,5.2,8,0.3,2.4,8,0.6,3.7,1,1.6,5.8,8,0.2,3.9,2,1.0,5.7,2.0,1.6,6.3,8.0,0.7,3.9,8.0,0.4,3.7,5.0,-0.4,1.2,7.0,-0.3,0.4,5.0,0.5,3.1,,,,,,,,,
Walter McCarty,1974,,,,,,,,,,,,,,,,,,,2,0.9,4.1,2,0.8,2.9,5,0.0,1.1,3,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Robinson,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.4,2.0,0.9,2.0,5.0,0.2,1.7,5.0,0.1,2.8,7.0,-0.5,0.3,,,,,,,,,
Jackson Vroman,1981,0,-0.3,-0.1,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martell Webster,1986,5,-0.3,0.9,5,-0.3,1.3,2,1.1,3.5,,,,2,0.9,4.4,5,0.1,1.8,5,0.5,1.5,2,1.9,6.3,2,1.0,5.0,3,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Rivers,1992,7,-1.3,-1.1,8,-0.7,0.6,5,-0.4,1.5,5,-0.1,1.9,2,0.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,1988,0,-0.4,0.9,2,-0.4,2.6,5,0.1,2.7,5,0.4,3.2,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffery Taylor,1989,5,-0.5,1.2,7,-0.5,-0.2,7,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrun Hilliard,1993,7,-0.2,0.5,7,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briante Weber,1992,,,,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryn Forbes,1993,7,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calbert Cheaney,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5,2.8,8,0.2,2.3,7,-0.8,0.3,7.0,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Predrag Savovic,1976,7,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Simmons,1980,,,,3,-0.1,0.9,4,0.4,2.0,1,2.6,6.8,2,2.1,5.3,,,,5,-0.5,0.7,2,1.1,3.4,7,-0.2,0.1,,,,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mickael Pietrus,1982,5,0.3,1.5,8,0.2,2.1,5,-0.4,0.6,2,0.5,3.6,5,0.8,2.8,5,0.8,3.0,2,1.1,3.6,5,0.2,1.3,5,0.1,1.2,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Miles,1983,7,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Maynor,1987,8,-0.4,1.9,8,-0.4,1.5,,,,7,-1.3,0.2,7,-0.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Anderson,1989,7,-0.1,0.3,7,-0.2,0.5,7,0.2,0.9,2,-0.3,1.9,,,,7,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
